date,bike_model,price,quantity_sold,extended_sales
2021-10-05,Roadster GT,2900,16,46400
2021-10-05,Carbon Storm,5000,7,35000
2021-10-05,Titanium Falcon,7500,7,52500
2021-10-05,Speedster Elite,9900,6,59400
2021-10-06,Commuter Swift,495,30,14850
2021-10-06,Urban Rider,350,24,8400
2021-10-06,City Cruiser,400,47,18800
2021-10-06,Mountain Trail Pro,1250,15,18750
2021-10-06,Gravel Explorer,2200,20,44000
2021-10-06,Roadster GT,2900,12,34800
2021-10-06,Carbon Storm,5000,5,25000
2021-10-06,Titanium Falcon,7500,6,45000
2021-10-06,Speedster Elite,9900,8,79200
2021-10-07,Commuter Swift,495,26,12870
2021-10-07,Urban Rider,350,32,11200
2021-10-07,City Cruiser,400,47,18800
2021-10-07,Mountain Trail Pro,1250,13,16250
2021-10-07,Gravel Explorer,2200,18,39600
2021-10-07,Roadster GT,2900,17,49300
2021-10-07,Carbon Storm,5000,7,35000
2021-10-07,Titanium Falcon,7500,7,52500
2021-10-07,Speedster Elite,9900,8,79200
2021-10-08,Commuter Swift,495,25,12375
2021-10-08,Urban Rider,350,25,8750
2021-10-08,City Cruiser,400,40,16000
2021-10-08,Mountain Trail Pro,1250,16,20000
2021-10-08,Gravel Explorer,2200,20,44000
2021-10-08,Roadster GT,2900,16,46400
2021-10-08,Carbon Storm,5000,6,30000
2021-10-08,Titanium Falcon,7500,7,52500
2021-10-08,Speedster Elite,9900,6,59400
2021-10-09,Commuter Swift,495,29,14355
2021-10-09,Urban Rider,350,31,10850
2021-10-09,City Cruiser,400,41,16400
2021-10-09,Mountain Trail Pro,1250,17,21250
2021-10-09,Gravel Explorer,2200,15,33000
2021-10-09,Roadster GT,2900,14,40600
2021-10-09,Carbon Storm,5000,7,35000
2021-10-09,Titanium Falcon,7500,7,52500
2021-10-09,Speedster Elite,9900,6,59400
2021-10-10,Commuter Swift,495,31,15345
2021-10-10,Urban Rider,350,29,10150
2021-10-10,City Cruiser,400,44,17600
2021-10-10,Mountain Trail Pro,1250,15,18750
2021-10-10,Gravel Explorer,2200,17,37400
2021-10-10,Roadster GT,2900,12,34800
2021-10-10,Carbon Storm,5000,7,35000
2021-10-10,Titanium Falcon,7500,7,52500
2021-10-10,Speedster Elite,9900,6,59400
2021-10-11,Commuter Swift,495,31,15345
2021-10-11,Urban Rider,350,27,9450
2021-10-11,City Cruiser,400,45,18000
2021-10-11,Mountain Trail Pro,1250,12,15000
2021-10-11,Gravel Explorer,2200,17,37400
2021-10-11,Roadster GT,2900,13,37700
2021-10-11,Carbon Storm,5000,5,25000
2021-10-11,Titanium Falcon,7500,7,52500
2021-10-11,Speedster Elite,9900,7,69300
2021-10-12,Commuter Swift,495,29,14355
2021-10-12,Urban Rider,350,32,11200
2021-10-12,City Cruiser,400,39,15600
2021-10-12,Mountain Trail Pro,1250,16,20000
2021-10-12,Gravel Explorer,2200,19,41800
2021-10-12,Roadster GT,2900,16,46400
2021-10-12,Carbon Storm,5000,6,30000
2021-10-12,Titanium Falcon,7500,7,52500
2021-10-12,Speedster Elite,9900,8,79200
2021-10-13,Commuter Swift,495,33,16335
2021-10-13,Urban Rider,350,30,10500
2021-10-13,City Cruiser,400,45,18000
2021-10-13,Mountain Trail Pro,1250,12,15000
2021-10-13,Gravel Explorer,2200,17,37400
2021-10-13,Roadster GT,2900,13,37700
2021-10-13,Carbon Storm,5000,5,25000
2021-10-13,Titanium Falcon,7500,5,37500
2021-10-13,Speedster Elite,9900,6,59400
2021-10-14,Commuter Swift,495,33,16335
2021-10-14,Urban Rider,350,28,9800
2021-10-14,City Cruiser,400,44,17600
2021-10-14,Mountain Trail Pro,1250,14,17500
2021-10-14,Gravel Explorer,2200,18,39600
2021-10-14,Roadster GT,2900,15,43500
2021-10-14,Carbon Storm,5000,7,35000
2021-10-14,Titanium Falcon,7500,7,52500
2021-10-14,Speedster Elite,9900,7,69300
2021-10-15,Commuter Swift,495,28,13860
2021-10-15,Urban Rider,350,23,8050
2021-10-15,City Cruiser,400,39,15600
2021-10-15,Mountain Trail Pro,1250,13,16250
2021-10-15,Gravel Explorer,2200,15,33000
2021-10-15,Roadster GT,2900,17,49300
2021-10-15,Carbon Storm,5000,7,35000
2021-10-15,Titanium Falcon,7500,5,37500
2021-10-15,Speedster Elite,9900,7,69300
2021-10-16,Commuter Swift,495,32,15840
2021-10-16,Urban Rider,350,27,9450
2021-10-16,City Cruiser,400,41,16400
2021-10-16,Mountain Trail Pro,1250,17,21250
2021-10-16,Gravel Explorer,2200,16,35200
2021-10-16,Roadster GT,2900,12,34800
2021-10-16,Carbon Storm,5000,5,25000
2021-10-16,Titanium Falcon,7500,7,52500
2021-10-16,Speedster Elite,9900,8,79200
2021-10-17,Commuter Swift,495,27,13365
2021-10-17,Urban Rider,350,29,10150
2021-10-17,City Cruiser,400,40,16000
2021-10-17,Mountain Trail Pro,1250,15,18750
2021-10-17,Gravel Explorer,2200,19,41800
2021-10-17,Roadster GT,2900,16,46400
2021-10-17,Carbon Storm,5000,7,35000
2021-10-17,Titanium Falcon,7500,6,45000
2021-10-17,Speedster Elite,9900,7,69300
2021-10-18,Commuter Swift,495,25,12375
2021-10-18,Urban Rider,350,32,11200
2021-10-18,City Cruiser,400,43,17200
2021-10-18,Mountain Trail Pro,1250,16,20000
2021-10-18,Gravel Explorer,2200,18,39600
2021-10-18,Roadster GT,2900,15,43500
2021-10-18,Carbon Storm,5000,7,35000
2021-10-18,Titanium Falcon,7500,5,37500
2021-10-18,Speedster Elite,9900,8,79200
2021-10-19,Commuter Swift,495,25,12375
2021-10-19,Urban Rider,350,31,10850
2021-10-19,City Cruiser,400,43,17200
2021-10-19,Mountain Trail Pro,1250,13,16250
2021-10-19,Gravel Explorer,2200,19,41800
2021-10-19,Roadster GT,2900,13,37700
2021-10-19,Carbon Storm,5000,6,30000
2021-10-19,Titanium Falcon,7500,5,37500
2021-10-19,Speedster Elite,9900,6,59400
2021-10-20,Commuter Swift,495,26,12870
2021-10-20,Urban Rider,350,25,8750
2021-10-20,City Cruiser,400,42,16800
2021-10-20,Mountain Trail Pro,1250,15,18750
2021-10-20,Gravel Explorer,2200,20,44000
2021-10-20,Roadster GT,2900,15,43500
2021-10-20,Carbon Storm,5000,5,25000
2021-10-20,Titanium Falcon,7500,6,45000
2021-10-20,Speedster Elite,9900,7,69300
2021-10-21,Commuter Swift,495,32,15840
2021-10-21,Urban Rider,350,29,10150
2021-10-21,City Cruiser,400,42,16800
2021-10-21,Mountain Trail Pro,1250,12,15000
2021-10-21,Gravel Explorer,2200,19,41800
2021-10-21,Roadster GT,2900,14,40600
2021-10-21,Carbon Storm,5000,6,30000
2021-10-21,Titanium Falcon,7500,7,52500
2021-10-21,Speedster Elite,9900,6,59400
2021-10-22,Commuter Swift,495,33,16335
2021-10-22,Urban Rider,350,32,11200
2021-10-22,City Cruiser,400,41,16400
2021-10-22,Mountain Trail Pro,1250,14,17500
2021-10-22,Gravel Explorer,2200,15,33000
2021-10-22,Roadster GT,2900,15,43500
2021-10-22,Carbon Storm,5000,5,25000
2021-10-22,Titanium Falcon,7500,7,52500
2021-10-22,Speedster Elite,9900,7,69300
2021-10-23,Commuter Swift,495,32,15840
2021-10-23,Urban Rider,350,28,9800
2021-10-23,City Cruiser,400,45,18000
2021-10-23,Mountain Trail Pro,1250,14,17500
2021-10-23,Gravel Explorer,2200,15,33000
2021-10-23,Roadster GT,2900,12,34800
2021-10-23,Carbon Storm,5000,7,35000
2021-10-23,Titanium Falcon,7500,6,45000
2021-10-23,Speedster Elite,9900,8,79200
2021-10-24,Commuter Swift,495,27,13365
2021-10-24,Urban Rider,350,28,9800
2021-10-24,City Cruiser,400,44,17600
2021-10-24,Mountain Trail Pro,1250,15,18750
2021-10-24,Gravel Explorer,2200,20,44000
2021-10-24,Roadster GT,2900,17,49300
2021-10-24,Carbon Storm,5000,6,30000
2021-10-24,Titanium Falcon,7500,5,37500
2021-10-24,Speedster Elite,9900,7,69300
2021-10-25,Commuter Swift,495,30,14850
2021-10-25,Urban Rider,350,25,8750
2021-10-25,City Cruiser,400,40,16000
2021-10-25,Mountain Trail Pro,1250,15,18750
2021-10-25,Gravel Explorer,2200,17,37400
2021-10-25,Roadster GT,2900,15,43500
2021-10-25,Carbon Storm,5000,5,25000
2021-10-25,Titanium Falcon,7500,7,52500
2021-10-25,Speedster Elite,9900,7,69300
2021-10-26,Commuter Swift,495,29,14355
2021-10-26,Urban Rider,350,25,8750
2021-10-26,City Cruiser,400,40,16000
2021-10-26,Mountain Trail Pro,1250,12,15000
2021-10-26,Gravel Explorer,2200,15,33000
2021-10-26,Roadster GT,2900,16,46400
2021-10-26,Carbon Storm,5000,6,30000
2021-10-26,Titanium Falcon,7500,5,37500
2021-10-26,Speedster Elite,9900,6,59400
2021-10-27,Commuter Swift,495,28,13860
2021-10-27,Urban Rider,350,28,9800
2021-10-27,City Cruiser,400,42,16800
2021-10-27,Mountain Trail Pro,1250,16,20000
2021-10-27,Gravel Explorer,2200,20,44000
2021-10-27,Roadster GT,2900,17,49300
2021-10-27,Carbon Storm,5000,5,25000
2021-10-27,Titanium Falcon,7500,7,52500
2021-10-27,Speedster Elite,9900,8,79200
2021-10-28,Commuter Swift,495,27,13365
2021-10-28,Urban Rider,350,31,10850
2021-10-28,City Cruiser,400,39,15600
2021-10-28,Mountain Trail Pro,1250,13,16250
2021-10-28,Gravel Explorer,2200,17,37400
2021-10-28,Roadster GT,2900,13,37700
2021-10-28,Carbon Storm,5000,5,25000
2021-10-28,Titanium Falcon,7500,6,45000
2021-10-28,Speedster Elite,9900,8,79200
2021-10-29,Commuter Swift,495,33,16335
2021-10-29,Urban Rider,350,24,8400
2021-10-29,City Cruiser,400,44,17600
2021-10-29,Mountain Trail Pro,1250,17,21250
2021-10-29,Gravel Explorer,2200,17,37400
2021-10-29,Roadster GT,2900,12,34800
2021-10-29,Carbon Storm,5000,7,35000
2021-10-29,Titanium Falcon,7500,7,52500
2021-10-29,Speedster Elite,9900,7,69300
2021-10-30,Commuter Swift,495,24,11880
2021-10-30,Urban Rider,350,23,8050
2021-10-30,City Cruiser,400,44,17600
2021-10-30,Mountain Trail Pro,1250,15,18750
2021-10-30,Gravel Explorer,2200,20,44000
2021-10-30,Roadster GT,2900,12,34800
2021-10-30,Carbon Storm,5000,7,35000
2021-10-30,Titanium Falcon,7500,6,45000
2021-10-30,Speedster Elite,9900,5,49500
2021-10-31,Commuter Swift,495,30,14850
2021-10-31,Urban Rider,350,29,10150
2021-10-31,City Cruiser,400,45,18000
2021-10-31,Mountain Trail Pro,1250,14,17500
2021-10-31,Gravel Explorer,2200,19,41800
2021-10-31,Roadster GT,2900,16,46400
2021-10-31,Carbon Storm,5000,5,25000
2021-10-31,Titanium Falcon,7500,6,45000
2021-10-31,Speedster Elite,9900,5,49500
2021-11-01,Commuter Swift,495,31,15345
2021-11-01,Urban Rider,350,24,8400
2021-11-01,City Cruiser,400,41,16400
2021-11-01,Mountain Trail Pro,1250,12,15000
2021-11-01,Gravel Explorer,2200,17,37400
2021-11-01,Roadster GT,2900,14,40600
2021-11-01,Carbon Storm,5000,5,25000
2021-11-01,Titanium Falcon,7500,7,52500
2021-11-01,Speedster Elite,9900,5,49500
2021-11-02,Commuter Swift,495,29,14355
2021-11-02,Urban Rider,350,24,8400
2021-11-02,City Cruiser,400,39,15600
2021-11-02,Mountain Trail Pro,1250,17,21250
2021-11-02,Gravel Explorer,2200,15,33000
2021-11-02,Roadster GT,2900,15,43500
2021-11-02,Carbon Storm,5000,6,30000
2021-11-02,Titanium Falcon,7500,7,52500
2021-11-02,Speedster Elite,9900,6,59400
2021-11-03,Commuter Swift,495,29,14355
2021-11-03,Urban Rider,350,25,8750
2021-11-03,City Cruiser,400,38,15200
2021-11-03,Mountain Trail Pro,1250,17,21250
2021-11-03,Gravel Explorer,2200,17,37400
2021-11-03,Roadster GT,2900,16,46400
2021-11-03,Carbon Storm,5000,5,25000
2021-11-03,Titanium Falcon,7500,7,52500
2021-11-03,Speedster Elite,9900,6,59400
2021-11-04,Commuter Swift,495,30,14850
2021-11-04,Urban Rider,350,22,7700
2021-11-04,City Cruiser,400,41,16400
2021-11-04,Mountain Trail Pro,1250,14,17500
2021-11-04,Gravel Explorer,2200,18,39600
2021-11-04,Roadster GT,2900,12,34800
2021-11-04,Carbon Storm,5000,5,25000
2021-11-04,Titanium Falcon,7500,7,52500
2021-11-04,Speedster Elite,9900,7,69300
2021-11-05,Commuter Swift,495,27,13365
2021-11-05,Urban Rider,350,26,9100
2021-11-05,City Cruiser,400,45,18000
2021-11-05,Mountain Trail Pro,1250,16,20000
2021-11-05,Gravel Explorer,2200,16,35200
2021-11-05,Roadster GT,2900,12,34800
2021-11-05,Carbon Storm,5000,7,35000
2021-11-05,Titanium Falcon,7500,7,52500
2021-11-05,Speedster Elite,9900,6,59400
2021-11-06,Commuter Swift,495,29,14355
2021-11-06,Urban Rider,350,28,9800
2021-11-06,City Cruiser,400,43,17200
2021-11-06,Mountain Trail Pro,1250,12,15000
2021-11-06,Gravel Explorer,2200,19,41800
2021-11-06,Roadster GT,2900,17,49300
2021-11-06,Carbon Storm,5000,6,30000
2021-11-06,Titanium Falcon,7500,5,37500
2021-11-06,Speedster Elite,9900,7,69300
2021-11-07,Commuter Swift,495,32,15840
2021-11-07,Urban Rider,350,24,8400
2021-11-07,City Cruiser,400,43,17200
2021-11-07,Mountain Trail Pro,1250,15,18750
2021-11-07,Gravel Explorer,2200,18,39600
2021-11-07,Roadster GT,2900,13,37700
2021-11-07,Carbon Storm,5000,5,25000
2021-11-07,Titanium Falcon,7500,5,37500
2021-11-07,Speedster Elite,9900,6,59400
2021-11-08,Commuter Swift,495,26,12870
2021-11-08,Urban Rider,350,31,10850
2021-11-08,City Cruiser,400,40,16000
2021-11-08,Mountain Trail Pro,1250,14,17500
2021-11-08,Gravel Explorer,2200,14,30800
2021-11-08,Roadster GT,2900,15,43500
2021-11-08,Carbon Storm,5000,4,20000
2021-11-08,Titanium Falcon,7500,5,37500
2021-11-08,Speedster Elite,9900,5,49500
2021-11-09,Commuter Swift,495,29,14355
2021-11-09,Urban Rider,350,31,10850
2021-11-09,City Cruiser,400,38,15200
2021-11-09,Mountain Trail Pro,1250,17,21250
2021-11-09,Gravel Explorer,2200,19,41800
2021-11-09,Roadster GT,2900,17,49300
2021-11-09,Carbon Storm,5000,6,30000
2021-11-09,Titanium Falcon,7500,6,45000
2021-11-09,Speedster Elite,9900,5,49500
2021-11-10,Commuter Swift,495,25,12375
2021-11-10,Urban Rider,350,25,8750
2021-11-10,City Cruiser,400,46,18400
2021-11-10,Mountain Trail Pro,1250,17,21250
2021-11-10,Gravel Explorer,2200,14,30800
2021-11-10,Roadster GT,2900,16,46400
2021-11-10,Carbon Storm,5000,4,20000
2021-11-10,Titanium Falcon,7500,5,37500
2021-11-10,Speedster Elite,9900,5,49500
2021-11-11,Commuter Swift,495,32,15840
2021-11-11,Urban Rider,350,30,10500
2021-11-11,City Cruiser,400,40,16000
2021-11-11,Mountain Trail Pro,1250,16,20000
2021-11-11,Gravel Explorer,2200,16,35200
2021-11-11,Roadster GT,2900,12,34800
2021-11-11,Carbon Storm,5000,6,30000
2021-11-11,Titanium Falcon,7500,7,52500
2021-11-11,Speedster Elite,9900,7,69300
2021-11-12,Commuter Swift,495,29,14355
2021-11-12,Urban Rider,350,25,8750
2021-11-12,City Cruiser,400,40,16000
2021-11-12,Mountain Trail Pro,1250,15,18750
2021-11-12,Gravel Explorer,2200,19,41800
2021-11-12,Roadster GT,2900,17,49300
2021-11-12,Carbon Storm,5000,4,20000
2021-11-12,Titanium Falcon,7500,5,37500
2021-11-12,Speedster Elite,9900,5,49500
2021-11-13,Commuter Swift,495,29,14355
2021-11-13,Urban Rider,350,29,10150
2021-11-13,City Cruiser,400,44,17600
2021-11-13,Mountain Trail Pro,1250,13,16250
2021-11-13,Gravel Explorer,2200,16,35200
2021-11-13,Roadster GT,2900,16,46400
2021-11-13,Carbon Storm,5000,5,25000
2021-11-13,Titanium Falcon,7500,6,45000
2021-11-13,Speedster Elite,9900,6,59400
2021-11-14,Commuter Swift,495,26,12870
2021-11-14,Urban Rider,350,22,7700
2021-11-14,City Cruiser,400,38,15200
2021-11-14,Mountain Trail Pro,1250,17,21250
2021-11-14,Gravel Explorer,2200,18,39600
2021-11-14,Roadster GT,2900,16,46400
2021-11-14,Carbon Storm,5000,6,30000
2021-11-14,Titanium Falcon,7500,4,30000
2021-11-14,Speedster Elite,9900,5,49500
2021-11-15,Commuter Swift,495,26,12870
2021-11-15,Urban Rider,350,29,10150
2021-11-15,City Cruiser,400,41,16400
2021-11-15,Mountain Trail Pro,1250,17,21250
2021-11-15,Gravel Explorer,2200,17,37400
2021-11-15,Roadster GT,2900,16,46400
2021-11-15,Carbon Storm,5000,4,20000
2021-11-15,Titanium Falcon,7500,4,30000
2021-11-15,Speedster Elite,9900,5,49500
2021-11-16,Commuter Swift,495,30,14850
2021-11-16,Urban Rider,350,28,9800
2021-11-16,City Cruiser,400,45,18000
2021-11-16,Mountain Trail Pro,1250,14,17500
2021-11-16,Gravel Explorer,2200,18,39600
2021-11-16,Roadster GT,2900,13,37700
2021-11-16,Carbon Storm,5000,4,20000
2021-11-16,Titanium Falcon,7500,5,37500
2021-11-16,Speedster Elite,9900,6,59400
2021-11-17,Commuter Swift,495,27,13365
2021-11-17,Urban Rider,350,29,10150
2021-11-17,City Cruiser,400,42,16800
2021-11-17,Mountain Trail Pro,1250,16,20000
2021-11-17,Gravel Explorer,2200,16,35200
2021-11-17,Roadster GT,2900,11,31900
2021-11-17,Carbon Storm,5000,6,30000
2021-11-17,Titanium Falcon,7500,5,37500
2021-11-17,Speedster Elite,9900,7,69300
2021-11-18,Commuter Swift,495,24,11880
2021-11-18,Urban Rider,350,25,8750
2021-11-18,City Cruiser,400,42,16800
2021-11-18,Mountain Trail Pro,1250,15,18750
2021-11-18,Gravel Explorer,2200,18,39600
2021-11-18,Roadster GT,2900,15,43500
2021-11-18,Carbon Storm,5000,6,30000
2021-11-18,Titanium Falcon,7500,6,45000
2021-11-18,Speedster Elite,9900,7,69300
2021-11-19,Commuter Swift,495,28,13860
2021-11-19,Urban Rider,350,22,7700
2021-11-19,City Cruiser,400,43,17200
2021-11-19,Mountain Trail Pro,1250,14,17500
2021-11-19,Gravel Explorer,2200,14,30800
2021-11-19,Roadster GT,2900,16,46400
2021-11-19,Carbon Storm,5000,6,30000
2021-11-19,Titanium Falcon,7500,6,45000
2021-11-19,Speedster Elite,9900,7,69300
2021-11-20,Commuter Swift,495,28,13860
2021-11-20,Urban Rider,350,22,7700
2021-11-20,City Cruiser,400,39,15600
2021-11-20,Mountain Trail Pro,1250,13,16250
2021-11-20,Gravel Explorer,2200,16,35200
2021-11-20,Roadster GT,2900,15,43500
2021-11-20,Carbon Storm,5000,5,25000
2021-11-20,Titanium Falcon,7500,6,45000
2021-11-20,Speedster Elite,9900,5,49500
2021-11-21,Commuter Swift,495,26,12870
2021-11-21,Urban Rider,350,24,8400
2021-11-21,City Cruiser,400,44,17600
2021-11-21,Mountain Trail Pro,1250,11,13750
2021-11-21,Gravel Explorer,2200,19,41800
2021-11-21,Roadster GT,2900,13,37700
2021-11-21,Carbon Storm,5000,5,25000
2021-11-21,Titanium Falcon,7500,6,45000
2021-11-21,Speedster Elite,9900,5,49500
2021-11-22,Commuter Swift,495,30,14850
2021-11-22,Urban Rider,350,22,7700
2021-11-22,City Cruiser,400,46,18400
2021-11-22,Mountain Trail Pro,1250,11,13750
2021-11-22,Gravel Explorer,2200,19,41800
2021-11-22,Roadster GT,2900,14,40600
2021-11-22,Carbon Storm,5000,6,30000
2021-11-22,Titanium Falcon,7500,5,37500
2021-11-22,Speedster Elite,9900,6,59400
2021-11-23,Commuter Swift,495,23,11385
2021-11-23,Urban Rider,350,29,10150
2021-11-23,City Cruiser,400,38,15200
2021-11-23,Mountain Trail Pro,1250,15,18750
2021-11-23,Gravel Explorer,2200,19,41800
2021-11-23,Roadster GT,2900,11,31900
2021-11-23,Carbon Storm,5000,4,20000
2021-11-23,Titanium Falcon,7500,4,30000
2021-11-23,Speedster Elite,9900,7,69300
2021-11-24,Commuter Swift,495,30,14850
2021-11-24,Urban Rider,350,27,9450
2021-11-24,City Cruiser,400,36,14400
2021-11-24,Mountain Trail Pro,1250,14,17500
2021-11-24,Gravel Explorer,2200,15,33000
2021-11-24,Roadster GT,2900,13,37700
2021-11-24,Carbon Storm,5000,4,20000
2021-11-24,Titanium Falcon,7500,6,45000
2021-11-24,Speedster Elite,9900,5,49500
2021-11-25,Commuter Swift,495,28,13860
2021-11-25,Urban Rider,350,23,8050
2021-11-25,City Cruiser,400,45,18000
2021-11-25,Mountain Trail Pro,1250,15,18750
2021-11-25,Gravel Explorer,2200,16,35200
2021-11-25,Roadster GT,2900,15,43500
2021-11-25,Carbon Storm,5000,6,30000
2021-11-25,Titanium Falcon,7500,5,37500
2021-11-25,Speedster Elite,9900,5,49500
2021-11-26,Commuter Swift,495,29,14355
2021-11-26,Urban Rider,350,26,9100
2021-11-26,City Cruiser,400,40,16000
2021-11-26,Mountain Trail Pro,1250,13,16250
2021-11-26,Gravel Explorer,2200,16,35200
2021-11-26,Roadster GT,2900,11,31900
2021-11-26,Carbon Storm,5000,4,20000
2021-11-26,Titanium Falcon,7500,5,37500
2021-11-26,Speedster Elite,9900,6,59400
2021-11-27,Commuter Swift,495,30,14850
2021-11-27,Urban Rider,350,29,10150
2021-11-27,City Cruiser,400,42,16800
2021-11-27,Mountain Trail Pro,1250,11,13750
2021-11-27,Gravel Explorer,2200,17,37400
2021-11-27,Roadster GT,2900,15,43500
2021-11-27,Carbon Storm,5000,6,30000
2021-11-27,Titanium Falcon,7500,6,45000
2021-11-27,Speedster Elite,9900,5,49500
2021-11-28,Commuter Swift,495,30,14850
2021-11-28,Urban Rider,350,29,10150
2021-11-28,City Cruiser,400,42,16800
2021-11-28,Mountain Trail Pro,1250,12,15000
2021-11-28,Gravel Explorer,2200,17,37400
2021-11-28,Roadster GT,2900,11,31900
2021-11-28,Carbon Storm,5000,4,20000
2021-11-28,Titanium Falcon,7500,4,30000
2021-11-28,Speedster Elite,9900,6,59400
2021-11-29,Commuter Swift,495,25,12375
2021-11-29,Urban Rider,350,24,8400
2021-11-29,City Cruiser,400,38,15200
2021-11-29,Mountain Trail Pro,1250,13,16250
2021-11-29,Gravel Explorer,2200,13,28600
2021-11-29,Roadster GT,2900,11,31900
2021-11-29,Carbon Storm,5000,6,30000
2021-11-29,Titanium Falcon,7500,4,30000
2021-11-29,Speedster Elite,9900,7,69300
2021-11-30,Commuter Swift,495,22,10890
2021-11-30,Urban Rider,350,21,7350
2021-11-30,City Cruiser,400,41,16400
2021-11-30,Mountain Trail Pro,1250,15,18750
2021-11-30,Gravel Explorer,2200,13,28600
2021-11-30,Roadster GT,2900,14,40600
2021-11-30,Carbon Storm,5000,5,25000
2021-11-30,Titanium Falcon,7500,4,30000
2021-11-30,Speedster Elite,9900,5,49500
2021-12-01,Commuter Swift,495,31,15345
2021-12-01,Urban Rider,350,29,10150
2021-12-01,City Cruiser,400,42,16800
2021-12-01,Mountain Trail Pro,1250,13,16250
2021-12-01,Gravel Explorer,2200,18,39600
2021-12-01,Roadster GT,2900,16,46400
2021-12-01,Carbon Storm,5000,5,25000
2021-12-01,Titanium Falcon,7500,6,45000
2021-12-01,Speedster Elite,9900,6,59400
2021-12-02,Commuter Swift,495,28,13860
2021-12-02,Urban Rider,350,26,9100
2021-12-02,City Cruiser,400,43,17200
2021-12-02,Mountain Trail Pro,1250,11,13750
2021-12-02,Gravel Explorer,2200,15,33000
2021-12-02,Roadster GT,2900,16,46400
2021-12-02,Carbon Storm,5000,6,30000
2021-12-02,Titanium Falcon,7500,6,45000
2021-12-02,Speedster Elite,9900,5,49500
2021-12-03,Commuter Swift,495,27,13365
2021-12-03,Urban Rider,350,21,7350
2021-12-03,City Cruiser,400,43,17200
2021-12-03,Mountain Trail Pro,1250,13,16250
2021-12-03,Gravel Explorer,2200,16,35200
2021-12-03,Roadster GT,2900,14,40600
2021-12-03,Carbon Storm,5000,5,25000
2021-12-03,Titanium Falcon,7500,4,30000
2021-12-03,Speedster Elite,9900,7,69300
2021-12-04,Commuter Swift,495,30,14850
2021-12-04,Urban Rider,350,26,9100
2021-12-04,City Cruiser,400,35,14000
2021-12-04,Mountain Trail Pro,1250,11,13750
2021-12-04,Gravel Explorer,2200,15,33000
2021-12-04,Roadster GT,2900,11,31900
2021-12-04,Carbon Storm,5000,6,30000
2021-12-04,Titanium Falcon,7500,6,45000
2021-12-04,Speedster Elite,9900,5,49500
2021-12-05,Commuter Swift,495,30,14850
2021-12-05,Urban Rider,350,25,8750
2021-12-05,City Cruiser,400,37,14800
2021-12-05,Mountain Trail Pro,1250,13,16250
2021-12-05,Gravel Explorer,2200,17,37400
2021-12-05,Roadster GT,2900,13,37700
2021-12-05,Carbon Storm,5000,5,25000
2021-12-05,Titanium Falcon,7500,4,30000
2021-12-05,Speedster Elite,9900,6,59400
2021-12-06,Commuter Swift,495,22,10890
2021-12-06,Urban Rider,350,21,7350
2021-12-06,City Cruiser,400,43,17200
2021-12-06,Mountain Trail Pro,1250,11,13750
2021-12-06,Gravel Explorer,2200,14,30800
2021-12-06,Roadster GT,2900,11,31900
2021-12-06,Carbon Storm,5000,5,25000
2021-12-06,Titanium Falcon,7500,5,37500
2021-12-06,Speedster Elite,9900,7,69300
2021-12-07,Commuter Swift,495,25,12375
2021-12-07,Urban Rider,350,23,8050
2021-12-07,City Cruiser,400,39,15600
2021-12-07,Mountain Trail Pro,1250,10,12500
2021-12-07,Gravel Explorer,2200,14,30800
2021-12-07,Roadster GT,2900,12,34800
2021-12-07,Carbon Storm,5000,4,20000
2021-12-07,Titanium Falcon,7500,6,45000
2021-12-07,Speedster Elite,9900,7,69300
2021-12-08,Commuter Swift,495,29,14355
2021-12-08,Urban Rider,350,19,6650
2021-12-08,City Cruiser,400,43,17200
2021-12-08,Mountain Trail Pro,1250,11,13750
2021-12-08,Gravel Explorer,2200,15,33000
2021-12-08,Roadster GT,2900,15,43500
2021-12-08,Carbon Storm,5000,4,20000
2021-12-08,Titanium Falcon,7500,6,45000
2021-12-08,Speedster Elite,9900,7,69300
2021-12-09,Commuter Swift,495,21,10395
2021-12-09,Urban Rider,350,23,8050
2021-12-09,City Cruiser,400,34,13600
2021-12-09,Mountain Trail Pro,1250,11,13750
2021-12-09,Gravel Explorer,2200,18,39600
2021-12-09,Roadster GT,2900,14,40600
2021-12-09,Carbon Storm,5000,6,30000
2021-12-09,Titanium Falcon,7500,4,30000
2021-12-09,Speedster Elite,9900,7,69300
2021-12-10,Commuter Swift,495,22,10890
2021-12-10,Urban Rider,350,22,7700
2021-12-10,City Cruiser,400,38,15200
2021-12-10,Mountain Trail Pro,1250,13,16250
2021-12-10,Gravel Explorer,2200,18,39600
2021-12-10,Roadster GT,2900,12,34800
2021-12-10,Carbon Storm,5000,6,30000
2021-12-10,Titanium Falcon,7500,6,45000
2021-12-10,Speedster Elite,9900,5,49500
2021-12-11,Commuter Swift,495,21,10395
2021-12-11,Urban Rider,350,27,9450
2021-12-11,City Cruiser,400,42,16800
2021-12-11,Mountain Trail Pro,1250,15,18750
2021-12-11,Gravel Explorer,2200,14,30800
2021-12-11,Roadster GT,2900,11,31900
2021-12-11,Carbon Storm,5000,6,30000
2021-12-11,Titanium Falcon,7500,6,45000
2021-12-11,Speedster Elite,9900,7,69300
2021-12-12,Commuter Swift,495,23,11385
2021-12-12,Urban Rider,350,20,7000
2021-12-12,City Cruiser,400,35,14000
